Catalog ID,University,Program,Country,City,Degree level,Category,Intake,Language,Deadline,Program website,QS Ranking
tmm-2020-1601552-03t-508e2a8c,Université Grenoble Alpes,Économie du développement — Gouvernance des Organisations pour le Développement International,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-economie-du-developpement-program-master-economie-du-developpement/parcours-gouvernance-des-organisations-pour-le-developpement-international-godi-subprogram-parcours-gouvernance-des-organisations-pour-le-developpement-international.html,387
tmm-2020-1601945-05m-17c52be1,Université Grenoble Alpes,"Électronique, énergie électrique, automatique — Conception des systèmes d'énergie électrique",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-electronique-energie-electrique-automatique-program-master-electronique-energie-electrique-automatique/parcours-conception-des-systemes-d-energie-electrique-csee-subprogram-parcours-conception-des-systemes-d-energie-electrique-csee.html,387
tmm-2020-1601945-06n-c42a928b,Université Grenoble Alpes,"Électronique, énergie électrique, automatique — Master in Systems, Control and Information Technologies",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-electronique-energie-electrique-automatique-program-master-electronique-energie-electrique-automatique/parcours-master-in-systems-control-and-information-technologies-miscit-subprogram-parcours-master-in-systems-control-and-information-technologies-miscit.html,387
tmm-2020-1601945-07p-9b7bdaae,Université Grenoble Alpes,"Électronique, énergie électrique, automatique — Microéléctronique - Intégration des systèmes temps réels embarqués",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-electronique-energie-electrique-automatique-program-master-electronique-energie-electrique-automatique/parcours-microelectronique-integration-des-systemes-temps-reels-embarques-mistre-subprogram-parcours-microelectronique-integration-des-systemes-temps-reels-embarques-mistre.html,387
tmm-2020-1601945-10t-2d980e63,Université Grenoble Alpes,"Électronique, énergie électrique, automatique — Multiscale and Multiphysics Modeling for Electrical Engineering",France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-electronique-energie-electrique-automatique-program-master-electronique-energie-electrique-automatique/parcours-multiscale-and-multiphysics-modeling-for-electrical-engineering-3mee-subprogram-parcours-multiscale-and-multiphysics-modeling-for-electrical-engineering.html,387
tmm-2020-1601945-08r-8cb3dd53,Université Grenoble Alpes,"Électronique, énergie électrique, automatique — Sciences in Electrical Engineering for smart grids and building",France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-electronique-energie-electrique-automatique-program-master-electronique-energie-electrique-automatique/parcours-sciences-in-electrical-engineering-for-smart-grids-and-buildings-sgb-subprogram-parcours-international-master-of-sciences-in-electrical-engineering-for-smart-grids-and-buildings-sgb.html,387
tmm-2020-1601945-03k-69a74e2f,Université Grenoble Alpes,"Électronique, énergie électrique, automatique — Systèmes d'énergie électrique",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-electronique-energie-electrique-automatique-program-master-electronique-energie-electrique-automatique/parcours-conception-des-systemes-d-energie-electrique-csee-subprogram-parcours-conception-des-systemes-d-energie-electrique-csee.html,387
tmm-2020-1601945-04l-b6db601b,Université Grenoble Alpes,"Électronique, énergie électrique, automatique — Systèmes électroniques",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-electronique-energie-electrique-automatique-program-master-electronique-energie-electrique-automatique/parcours-master-in-systems-control-and-information-technologies-miscit-subprogram-parcours-master-in-systems-control-and-information-technologies-miscit.html,387
tmm-2020-1601945-11u-9ad57560,Université Grenoble Alpes,"Électronique, énergie électrique, automatique — Wireless Integrated Circuits and Systems",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-electronique-energie-electrique-automatique-program-master-electronique-energie-electrique-automatique/parcours-wireless-integrated-circuits-and-systems-wics-subprogram-parcours-wireless-integrated-circuits-and-systems-wics.html,387
tmm-2020-1602319-02l-896b5b08,Université Grenoble Alpes,Entrepreneuriat et management de projets,France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-entrepreneuriat-et-management-de-projets-program-master-entrepreneuriat-et-management-de-projets/parcours-entrepreunariat-et-management-de-projets-1re-annee-subprogram-master-1re-annee.html,387
tmm-2020-1602319-01k-6e01084a,Université Grenoble Alpes,Entrepreneuriat et management de projets — Entrepreneuriat et accompagnement,France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-economie-gestion-DEG/master-entrepreneuriat-et-management-de-projets-program-master-entrepreneuriat-et-management-de-projets/parcours-entrepreneuriat-et-accompagnement-2e-annee-subprogram-parcours-entrepreneuriat-et-accompagnement.html,387
tmm-2020-1601632-01l-c5dd218d,Université Grenoble Alpes,Finance,France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-finance-program-master-finance/parcours-finance-1re-annee-subprogram-master-1re-annee.html,387
tmm-2020-1601632-02m-475e3a41,Université Grenoble Alpes,Finance — Advances in finance and accounting,France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-finance-program-master-finance/parcours-advances-in-finance-and-accounting-2e-annee-subprogram-parcours-advances-in-finance-and-accounting.html,387
tmm-2020-1601632-03n-dd0bbb54,Université Grenoble Alpes,Finance — Banque et finance,France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-finance-program-master-finance/parcours-banque-et-finance-2e-annee-valence-subprogram-banque-et-finance.html,387
tmm-2020-1601632-04p-0caf9c1d,Université Grenoble Alpes,Finance — Finance d'entreprise et gestion des risques,France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-finance-program-master-finance/parcours-finance-d-entreprise-et-gestion-des-risques-2e-annee-subprogram-finance-d-entreprise-et-gestion-des-risques.html,387
tmm-2020-1601632-05r-5e95233a,Université Grenoble Alpes,Finance — Finance quantitative,France,GRENOBLE CEDEX 9,Master’s,Business & Management,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/droit-Economie%20et%20gestion-DEG/master-finance-program-master-finance/parcours-finance-quantitative-2e-annee-subprogram-parcours-finance-quantitative.html,387
tmm-2020-1603437-03j-05f1e730,Université Grenoble Alpes,Génie civil,France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-civil-program-master-genie-civil.html,387
tmm-2020-1603437-04k-ed2ac85e,Université Grenoble Alpes,Génie civil — Applied mechanics,France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-civil-program-master-genie-civil.html,387
tmm-2020-1603437-05l-ad5e508f,Université Grenoble Alpes,Génie civil — Construction durable et environnement,France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-civil-program-master-genie-civil/parcours-construction-durable-et-environnement-cde-subprogram-parcours-construction-durable-et-environnement-cde.html,387
tmm-2020-1603437-06m-2a3d494b,Université Grenoble Alpes,"Génie civil — Construction, risques et montagne",France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-civil-program-master-genie-civil/parcours-construction-risques-et-montagne-crm-subprogram-parcours-construction-risques-et-montagne-crm.html,387
tmm-2020-1603437-07n-7d3ec6f1,Université Grenoble Alpes,"Génie civil — Geomechanics, civil engineering and risks",France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-civil-program-master-genie-civil/parcours-geomechanics-civil-engineering-and-risks-gcer-subprogram-parcours-geomechanics-civil-engineering-and-risks-gcer.html,387
tmm-2020-1603437-09r-a847998c,Université Grenoble Alpes,Génie civil — Hydraulic and Civil Engineering,France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-civil-program-master-genie-civil/parcours-hydraulic-and-civil-engineering-hce-subprogram-parcours-hydraulic-and-civil-engineering-hce.html,387
tmm-2020-1603437-08p-d151008b,Université Grenoble Alpes,Génie civil — Ingénierie urbaine,France,GRENOBLE CEDEX 9,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-civil-program-master-genie-civil/parcours-ingenierie-urbaine-iu-subprogram-parcours-ingenierie-urbaine-iu.html,387
tmm-2020-1602535-01n-bbe25352,Université Grenoble Alpes,"Génie des procédés et des bio-procédés — Fluides, transferts et procédés avancés",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-des-procedes-et-des-bio-procedes-program-master-genie-des-procedes-et-bio-procedes/parcours-fluides-transferts-et-procedes-avances-subprogram-parcours-fluides-transferts-et-procedes-avances.html,387
tmm-2020-1602535-05t-e16b2fa2,Université Grenoble Alpes,Génie des procédés et des bio-procédés — Génie des procédés pour l'énergie,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-des-procedes-et-des-bio-procedes-program-master-genie-des-procedes-et-bio-procedes/parcours-genie-des-procedes-pour-l-energie-subprogram-parcours-genie-des-procedes-pour-l-energie.html,387
tmm-2020-1602535-07v-9da15ff5,Université Grenoble Alpes,Génie des procédés et des bio-procédés — Génie des procédés pour l'environnement,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-des-procedes-et-des-bio-procedes-program-master-genie-des-procedes-et-bio-procedes/parcours-genie-des-procedes-pour-l-environnement-subprogram-parcours-genie-des-procedes-pour-l-environnement.html,387
tmm-2020-1602535-03r-20a6cfa9,Université Grenoble Alpes,Génie des procédés et des bio-procédés — Génie des procédés pour la formulation,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-des-procedes-et-des-bio-procedes-program-master-genie-des-procedes-et-bio-procedes/parcours-genie-des-procedes-pour-la-formulation-subprogram-parcours-genie-des-procedes-pour-la-formulation.html,387
tmm-2020-1602757-07a-4fb6b83e,Université Grenoble Alpes,Génie industriel,France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-industriel-program-master-genie-industriel/portail-genie-industriel-1re-annee-subprogram-subprogram-parcours-sustainable-industrial-engineering.html,387
tmm-2019-1602757-07a-4fb6b83e,Université Grenoble Alpes,Génie industriel,France,GRENOBLE,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-industriel-program-master-genie-industriel/portail-genie-industriel-1re-annee-subprogram-subprogram-parcours-sustainable-industrial-engineering.html,387
tmm-2019-1602757-10d-4af1983f,Université Grenoble Alpes,Génie industriel — Développement de produits,France,GRENOBLE,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-industriel-program-master-genie-industriel/parcours-developpement-des-produits-subprogram-parcours-developpement-des-produits.html,387
tmm-2019-1602757-09c-1cc24e91,Université Grenoble Alpes,Génie industriel — Gestion des opérations,France,GRENOBLE,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-industriel-program-master-genie-industriel/parcours-gestion-des-operations-subprogram-parcours-gestion-des-operations.html,387
tmm-2019-1602757-11e-826282d7,Université Grenoble Alpes,Génie industriel — Innovation industrielle,France,GRENOBLE,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-industriel-program-master-genie-industriel/parcours-innovation-industrielle-subprogram-parcours-innovation-industrielle.html,387
tmm-2019-1602757-08b-06ea5f69,Université Grenoble Alpes,Génie industriel — Sustainable industrial engineering,France,GRENOBLE,Master’s,Engineering,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-technologies-sante-STS/master-genie-industriel-program-master-genie-industriel/parcours-sustainable-industrial-engineering-subprogram-parcours-sustainable-industrial-engineering.html,387
tmm-2020-1603366-01p-8777f16c,Université Grenoble Alpes,"Géographie, aménagement, environnement et développement — Géographie, information, interfaces, durabilité, environnements",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-humaines-et-sociales-SHS/master-geographie-amenagement-environnement-developpement-program-master-geographie-amenagement-environnement-developpement/parcours-geographie-information-interface-durabilite-environnements-geoides-subprogram-parcours-geoides-geographie-espaces-homme-environnement.html,387
tmm-2020-1603366-03s-c36194dc,Université Grenoble Alpes,"Géographie, aménagement, environnement et développement — Géographies - espaces - hommes/environnement - ressources, systèmes",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-humaines-et-sociales-SHS/master-geographie-amenagement-environnement-developpement-program-master-geographie-amenagement-environnement-developpement/parcours-geographies-espaces-homme-environnement-ressources-systemes-geospheres-2e-annee-subprogram-parcours-geospheres-geographies-espaces-homme-environnement-ressources.html,387
tmm-2020-1603366-04t-35d203c6,Université Grenoble Alpes,"Géographie, aménagement, environnement et développement — Ingénierie du développement territorial et de la transition",France,GRENOBLE CEDEX 9,Master’s,Other,Fall,,,http://formations.univ-grenoble-alpes.fr/fr/catalogue/master-XB/sciences-humaines-et-sociales-SHS/master-geographie-amenagement-environnement-developpement-program-master-geographie-amenagement-environnement-developpement/parcours-ingenierie-du-developpement-territorial-et-de-la-transition-idt2-subprogram-parcours-ingenierie-du-developpement-territorial-et-de-la-transition-idt2.html,387
